Frequency[Hz],Impedance[ohm],
99.99999999999999,7.290343946865764,
104.57921513303334,6.971121284151639,
109.3681223784127,6.665876438593956,
114.37632398907938,6.373997362795288,
119.61386192579457,6.094898809105074,
125.09123799230618,5.828021156137725,
130.8194348925486,5.572829286674046,
136.8099382520969,5.328811514695989,
143.0747596480305,5.095478559403435,
149.6264606933842,4.872362564155724,
156.47817822447783,4.659016158370831,
163.643650641628,4.455011560501212,
171.13724545605763,4.2599397202876865,
178.97398809823787,4.073409498571462,
187.1695920454257,3.8950468830198006,
195.74049032880657,3.724494238192711,
204.70386848341695,3.56140958844699,
214.07769900691426,3.405465932239812,
223.88077739628844,3.2563505864568962,
234.132759834772,3.1137645594506096,
244.85420260451446,2.9774219515308875,
256.06660330404856,2.847049381706861,
267.79244395319193,2.722385439529772,
280.0552360718164,2.603180160938073,
292.87956782286926,2.4891945270536913,
306.2911533141767,2.3801999849245337,
320.3168841578819,2.2759779892522416,
334.9848833909005,2.1763195641863318,
350.32456186451077,2.0810248843060606,
366.36667721614316,1.9899028739498417,
383.1433955416162,1.9027708240888488,
400.6883558914757,1.819454025976556,
419.03673772076064,1.7397854208396915,
438.22533142743896,1.6636052649081603,
458.2926121209498,1.5907608091123167,
479.2788167687661,1.5211059928053188,
501.22602487566456,1.4545011508964727,
524.1782428574726,1.390812733808316,
548.1814922784702,1.3299130396959467,
573.2839021293738,1.2716799583916485,
599.5358053309263,1.2159967265614133,
626.9898396565933,1.1627516935824136,
655.7010532767296,1.1118380976719862,
685.7270151358366,1.0631538518192487,
717.1279303842347,1.0166013390901156,
749.9667610955984,0.9720872168952749,
784.3093525124082,0.9295222298286681,
820.224565072452,0.8888210307012003,
857.7844124811066,0.8499020094108212,
897.0642061062426,0.8126871293058509,
938.142705985285,0.7771017707134495,
981.1022787472119,0.7430745813194755,
1026.0290627661395,0.7105373330997351,
1073.0131408776467,0.6794247855157602,
1122.1487210041523,0.6496745547007975,
1173.5343250515148,0.6212269883737226,
1227.2729864556143,0.5940250462300658,
1283.4724567750195,0.5680141855703174,
1342.245421743976,0.54314225193619,
1403.7097272189235,0.5193593745355516,
1467.9886154715934,0.4966178662463446,
1535.2109723024755,0.4748721279989874,
1605.5115854701385,0.4540785573455384,
1679.031414954591,0.4341954610322908,
1755.9178755965756,0.4151829714005003,
1836.3251326795319,0.3970029664476173,
1920.4144110468878,0.3796189933887425,
2008.3543183744998,0.36299619556503343,
2100.3211832464335,0.3471012425525104,
2196.4994087119585,0.33190226333112066,
2297.081842032684,0.31736878238005656,
2402.270161361206,0.30347165857119685,
2512.2752801266033,0.29018302673814056,
2627.3177699376165,0.27747624180367747,
2747.628302851474,0.26532582535366267,
2873.448113895156,0.2537074145501727,
3005.0294847665045,0.24259771328150612,
3142.6362496850466,0.23197444545108145,
3286.544324406816,0.22181631031157162,
3437.0422594639017,0.21210293975471384,
3594.431818738024,0.20281485747115924,
3759.028584528241,0.19393343989847142,
3931.162590326006,0.18544087887897184,
4111.17898256636,0.17732014595255643,
4299.438712682124,0.16955495821288963,
4496.31926084876,0.16212974565851018,
4702.215392871039,0.15502961997338738,
4917.539951729213,0.14824034467432978,
5142.724685371758,0.14174830656538723,
5378.221112414542,0.13554048844201222,
5624.501427482223,0.1296044429902476,
5882.059448007166,0.1239282678286079,
6151.41160438433,0.11850058164261126,
6433.097975467465,0.11331050136410839,
6727.68337148293,0.10834762034965255,
7035.758466532444,0.10360198751415746,
7357.940982955574,0.099064087378003,
7694.876929926739,0.09472482098758336,
8047.241898770236,0.09057548767104288,
8415.742417590522,0.08660776759261815,
8801.117367933934,0.08281370507060863,
9204.139466322391,0.079185692625528,
9625.616813629718,0.07571645572645319,
10066.394515407255,0.07239903820498814,
10527.356376407623,0.06922678830759917,
11009.42667270443,0.06619334535835769,
11513.572004961123,0.06329262700535176,
12040.803236564994,0.06051881702519817,
12592.177520512547,0.05786635366120638,
13168.800419110281,0.055329918471816564,
13771.828120741138,0.05290442566695803,
14402.469758141457,0.05058501191095259,
15061.989832836824,0.04836702657152572,
15751.710750598017,0.046246022395381885,
16473.01547300104,0.04421774659165886,
17227.35029040763,0.04227813230539422,
18016.227721926643,0.04042329046392121,
18841.229548170857,0.03864950197986113,
19704.009982890246,0.03695321029509655,
20606.298989841154,0.035331014250796156,
21549.905751542057,0.03377966126921889,
22536.722296871103,0.03229604083365354,
23568.72729477912,0.030877178253452292,
24647.99002172501,0.02952022870169224,
25776.674510788394,0.028222471513552276,
26957.04389077916,0.02698130473402015,
28191.464924044165,0.025794239904053166,
29482.412752069788,0.02465889707480142,
30832.47585839592,0.02357300003996996,
32244.361258792436,0.022534371776844538,
33720.899929105,0.021540930086937263,
35265.052481653605,0.020590683427623324,
36879.915101565646,0.01968172692654068,
38568.72575494639,0.01881223857091128,
40334.870681335015,0.017980475564316412,
42181.89118346415,0.01718477084382258,
44113.490727937,0.01642352975070733,
46133.54237105995,0.015695226848380376,
48246.09652471983,0.014998402881434503,
50455.38907787768,0.014331661870094785,
52765.84988996271,0.013693668334667734,
55182.11167319754,0.013083144644923087,
57709.01928166397,0.012498868489676638,
60351.639425735055,0.011939670462183022,
63115.27083135204,0.011404431757297911,
66005.4548645163,0.010892081976734285,
69027.98664229971,0.01040159703912167,
72188.92665265215,0.009931997191988153,
75494.61290630474,0.00948234512322959,
78951.67364513518,0.00905174417011863,
82567.04063247632,0.008639336624450093,
86347.96305201648,0.008244302133032403,
90302.02204316044,0.007865856193436258,
94437.14590199596,0.007503248745722945,
98761.62597834493,0.0071557628618236484,
103284.13330077511,0.006822713535362542,
108013.73596290655,0.006503446576053441,
112959.91730587467,0.006197337614407062,
118132.59493340722,0.005903791224431424,
123542.14059764279,0.005622240174377586,
129199.40099556338,0.005352144818484292,
135115.71951774065,0.005092992646242349,
141302.95899300394,0.0048442980101004885,
147773.52547463533,0.00460560205797529,
154540.39311578672,0.004376472903660459,
161617.13018399404,0.004156506076556422,
169017.92626695373,0.0039453253024076705,
176757.6207241092,0.003742583679325252,
184851.7324410973,0.003547965328662552,
193316.49094671433,0.0033611876185963203,
202168.86895479533,0.0031820040795836105,
211426.61639625567,0.0030102081547053773,
221108.2960095334,0.002845637952648265,
231233.3205607941,0.002688182193034317,
241821.99176852946,0.0025377875456313362,
252895.54101059664,0.0023944675530664728,
264476.17189532047,0.0022583132672773783,
276587.1047820182,0.0021295055838346727,
289252.62334021524,0.0020083289647239086,
302498.1232409063,0.0018951857135214411,
316350.1630774958,0.0017906091043064275,
330836.51761851617,0.0016952723841843743,
345986.2334989038,0.0016099890015948508,
361829.6874614976,0.0015356976890729783,
378398.6472655419,0.00147342512195784,
395726.33538431907,0.0014242203178655242,
413847.4956196361,0.0013890604937941676,
432798.46276672994,0.001368738281180785,
452617.23546927935,0.001363752202106502,
473343.5524106058,0.001374229415478881,
495018.9719938298,0.0013999049708665321,
517686.9556707574,0.0014401645572108778,
541392.9550865723,0.0014941365645079576,
566184.503215073,0.0015608059208447815,
592111.3096671875,0.0016391221565109678,
619225.3603638692,0.0017280839132678685,
647581.0217732317,0.0018267940672218373,
677235.1499209236,0.0019344882776098282,
708247.2043923237,0.002050543696559719,
740679.3675551426,0.002174474972546556,
774596.6692414834,0.0023059233398887214,
810067.1171393609,0.0024446428162560115,
847161.8331551341,0.002590485982350843,
885955.1960202559,0.002743390690659962,
926524.9904283119,0.002903368318933654,
968952.5630013399,0.00307049375161294,
1013322.9853982129,0.0032448970398606144,
1059725.224892072,0.0034267565813257917,
1108252.3227589026,0.0036162936218412153,
1159001.5808348707,0.003813767879881457,
1212074.756616558,0.00401947411120607,
1267578.267295219,0.004233739454668385,
1325623.403134245,0.004456921424880483,
1386326.5506175985,0.004689406440480285,
1449809.4258167401,0.004931608797007628,
1516199.318443883,0.005183970010592059,
1585629.3470810154,0.005446958472945204,
1658238.7260963656,0.005721069369868514,
1734173.0447835915,0.006006824825021378,
1813584.5592833052,0.006304774238415111,
1896632.497872364,0.006615494795340416,
1983483.3802329618,0.006939592126479426,
2074311.3513417928,0.00727770110403717,
2169298.5306486627,0.0076304867620394165,
2268635.3772447985,0.007998645331643107,
2372521.071752938,0.008382905384512189,
2481163.9157050513,0.008784029079129126,
2594781.7492083823,0.009202813506415369,
2713602.387737317,0.009640092132289434,
2837864.0789269414,0.01009673633584684,
2967815.9802840785,0.010573657042741843,
3103718.658773832,0.011071806454121353,
3245844.61328318,0.011592179872127783,
3394478.8210093947,0.012135817623575823,
3549919.308868665,0.012703807083929002,
3712477.751070856,0.013297284804175153,
3882480.0940583847,0.013917438743629806,
4060267.2100625183,0.014565510612098664,
4246195.5805872865,0.015242798325205717,
4440638.011191738,0.015950658577054338,
4643984.379003457,0.016690509534733732,
4856642.414462493,0.01746383365952311,
5079038.5188628705,0.018272180659977936,
5311618.619331236,0.019117170582415976,
5554849.062956665,0.020000497044652062,
5809217.551864741,0.020923930619168075,
6075234.121110557,0.02188932237224418,
6353432.161351662,0.02289860756592735,
6644369.48835128,0.023953809530068013,
6948629.461456517,0.025057043712025193,
7266822.153293941,0.026210521912016237,
7599585.57302819,0.027416556712481676,
7947586.945636123,0.0286775661102386,
8311524.049761669,0.029996078360618444,
8692126.616834069,0.03137473704322246,
9090157.794254545,0.03281630635938143,
9506415.67558567,0.03432367667188253,
9941734.90081113,0.035899870298017035,
1.0396988329875145E7,0.03754804756752068,
1.0873088792856487E7,0.03927151315751156,
1.1370990920287136E7,0.04107372271709565,
1.189169305728476E7,0.04295828979489042,
1.2436239265337834E7,0.044928993083333285,
1.3005721415756406E7,0.04698978399427502,
1.3601281378986893E7,0.04914479458103091,
1.4224113314179895E7,0.051398345822753946,
1.487546606360265E7,0.05375495628772897,
1.5556645656696366E7,0.056219351192942295,
1.6269017928800195E7,0.05879647187808395,
1.7014011259791706E7,0.061491485712965456,
1.77931194381361E7,0.06430979645821351,
1.8607904656085912E7,0.06725705510000204,
1.946000064203784E7,0.07033917118054529,
2.03511159363264E7,0.07356232464706015,
2.128303731702384E7,0.07693297824295593,
2.225763338261411E7,0.08045789046608781,
2.3276858298725832E7,0.08414412912005771,
2.434275571643584E7,0.08799908548572655,
2.545746287000018E7,0.09203048914135249,
2.66232148622296E7,0.09624642346106996,
2.7842349146100778E7,0.10065534182277865,
2.9117310211591028E7,0.10526608455794464,
3.045065448713244E7,0.11008789667729302,
3.1845055465514947E7,0.11513044640793643,
3.3303309064514637E7,0.12040384457910333,
3.48283392329978E7,0.12591866489533945,
3.6423203813739374E7,0.13168596513782582,
3.809110067471375E7,0.13771730933633056,
3.9835374121149175E7,0.14402479095624182,
4.165952160120533E7,0.1506210571471834,
4.356720071871697E7,0.15751933410182317,
4.556223656706752E7,0.16473345357573194,
4.7648629398895085E7,0.17227788062145505,
4.9830562647012316E7,0.180167742592419,
5.21124113126199E7,0.1884188594748158,
5.449875073763604E7,0.19704777560829506,
5.6994365778727934E7,0.2060717928590566,
5.960426040144389E7,0.2155090053118678,
6.233366771367934E7,0.2253783355505572,
6.518806045859894E7,0.2356995725997419,
6.817316198804997E7,0.24649341160385174,
7.129495773847401E7,0.25778149532302524,
7.455970723232402E7,0.2695864575290687,
7.797395662905186E7,0.2819319683884966,
8.154455185083437E7,0.29484278192365615,
8.52786523093519E7,0.3083447856470872,
8.918374526114874E7,0.3224650524686559,
9.326766082035308E7,0.3372318949795236,
9.7538587658865E7,0.35267492222181457,
1.0200508942548662E8,0.3688250990577922,
1.0667612191692284E8,0.3857148082576046,
1.1156105103507555E8,0.40337791543007134,
1.1666967156664492E8,0.42184983692672706,
1.2201222682268488E8,0.44116761085524997,
1.275994291775004E8,0.4613699713446953,
1.3344248154806052E8,0.48249742621140906,
1.3955309985700467E8,0.5045923381813854,
1.4594353652427363E8,0.5276990098318926,
1.5262660503447735E8,0.5518637724227168,
1.5961570562925106E8,0.5771350787951081,
1.669248521761238E8,0.6035636005247319,
1.7456870026776624E8,0.6312023295233957,
1.8256257660796762E8,0.6601066842933064,
1.9092250974325508E8,0.6903346210468715,
1.996652622017855E8,0.721946749914895,
2.088083641039402E8,0.7550064564761273,
2.1837014831202695E8,0.7895800288518982,
2.2836978718955886E8,0.8257367906206345,
2.3882733104381898E8,0.8635492398187768,
2.4976374832879743E8,0.9030931943068325,
2.6120096768910077E8,0.9444479437919918,
2.731619219291499E8,0.9876964088121829,
2.8567059399581397E8,1.0329253070002864,
2.987520650666968E8,1.0802253269619493,
3.124325648404804E8,1.1296913101155779,
3.267395241301802E8,1.1814224408591782,
3.4170162986475027E8,1.235522445445285,
3.573488826093389E8,1.2920997999628179,
3.737126567195109E8,1.351267947842805,
3.908257632500721E8,1.4131455273241853,
4.0872251574461204E8,1.477856609335689,
4.2743879903770435E8,1.5455309462708724,
4.4701214120769453E8,1.6163042321550218,
4.6748178882437414E8,1.6903183747256985,
4.888887856423943E8,1.7677217799723566,
5.1127605489823437E8,1.8486696497056898,
5.3468848537570965E8,1.9333242927532397,
5.591730214126214E8,2.0218554504053654,
5.847787570289874E8,2.1144406367640034,
6.115570343656238E8,2.2112654946767836,
6.395615466304238E8,2.312524167970054,
6.688484457587857E8,2.4184196907273052,
6.99476455004031E8,2.529164394393435,
7.315069866835799E8,2.6449803335211777,
7.650042653169916E8,2.7660997310134228,
8.000354564027369E8,2.892765443754045,
8.366708010919645E8,3.0252314495610446,
8.749837570292381E8,3.1637633564382157,
9.150511456427056E8,3.3086389351466536,
9.569533061789703E8,3.46014867616371,
1.0007742567915817E9,3.618596372146425,
1.0466018630060828E9,3.7842997270670757,
1.0945280138994675E9,3.957590993242468,
1.1446488063472402E9,4.13881763753404,
1.1970647377075796E9,4.328343038054813,
1.25188090732889E9,4.526547212779931,
1.3092072272848508E9,4.73382758152195,
1.3691586427594435E9,4.9505997627984915,
1.4318553625239196E9,5.177298407190304,
1.497423099967763E9,5.414378068860427,
1.565993325167025E9,5.662314116982259,
1.6377035284953642E9,5.92160368890368,
1.712697496306447E9,6.192766686958815,
1.7911255992403932E9,6.476346820925716,
1.8731450937324457E9,6.772912698220672,
1.9589204373283114E9,7.083058964014596,
2.0486236184385302E9,7.407407493558022,
2.142434501192965E9,7.7466086391050935,
2.2405411860869184E9,8.101342533936844,
2.343140387142058E9,8.472320456098702,
2.450437826338281E9,8.860286254586173,
2.5626486461075397E9,9.266017840838952,
2.679997840716567E9,9.690328748533457,
2.8027207074036303E9,10.134069764801872,
2.9310633181737137E9,10.598130636147966,
3.065283013198317E9,11.083441852480771,
3.205648916808991E9,11.590976512842595,
3.3524424771194315E9,12.1217522765732,
3.5059580303579197E9,12.676833403821544,
3.666503391041871E9,13.257332889497293,
3.8344004691776366E9,13.864414694940253,
4.009985915723325E9,14.499296081783092,
4.1936117976086297E9,15.163250052686243,
4.3856463036654005E9,15.857607903839753,
4.586474482884159E9,16.583761894349237,
4.796499016477109E9,17.34316803785919,
5.01614102529542E9,18.137349022010287,
5.245840914220046E9,18.967897261585392,
5.48605925521886E9,19.83647809146519,
5.737277710841023E9,20.744833105796623,
6.0E9,21.694783650068516,
